, Total Cost ex VAT ,Travel Class,day,month,Journey Finish Point_le,Journey Start Point_le,Air Carrier_le
2681,114.63,0,30,10,90,6,32
2682,988.4,0,31,10,109,75,17
2683,507.48,0,31,10,147,77,41
2684,396.6,0,1,11,147,59,17
2685,337.6,0,1,11,147,59,17
2686,254.26,0,1,11,167,97,32
2687,217.0,0,1,11,167,1,27
2688,212.66,0,1,11,105,33,32
2689,168.88,0,1,11,77,58,17
2690,95.22,0,1,11,169,36,54
2691,521.7,0,2,11,159,99,41
2692,490.64,0,2,11,167,97,32
2693,451.71,0,2,11,167,9,32
2694,424.65,0,2,11,6,80,41
2695,300.68,0,2,11,167,32,32
2696,208.68,0,2,11,140,95,32
2697,201.8,2,2,11,140,1,27
2698,192.31,0,2,11,140,95,32
2699,192.31,0,2,11,140,95,32
2700,191.67,0,2,11,68,32,32
2701,180.84,0,2,11,77,95,32
2702,130.48,0,2,11,77,95,32
2703,111.83,0,2,11,77,33,32
2704,76.0,0,2,11,167,54,32
2705,50.0,0,2,11,159,99,41
2706,417.85,0,3,11,6,21,41
2707,302.3,2,3,11,1,59,17
2708,246.05,0,3,11,100,96,54
2709,191.96,0,3,11,172,58,32
2710,188.63,0,3,11,167,39,32
2711,84.93,0,3,11,108,10,28
2712,51.49,0,3,11,167,32,32
2713,39.0,0,3,11,77,95,32
2714,285.94,0,4,11,167,39,32
2715,273.7,0,4,11,140,21,27
2716,197.66,0,4,11,140,95,32
2717,177.31,0,4,11,140,95,32
2718,147.68,0,4,11,82,95,32
2719,134.88,0,4,11,7,21,47
2720,114.93,0,4,11,140,10,28
2721,110.34,0,4,11,167,65,32
2722,73.99,0,4,11,73,57,66
2723,68.44,0,4,11,19,77,28
2724,39.0,0,4,11,167,65,32
2725,191.3,0,5,11,1,95,27
2726,79.98,0,5,11,77,95,32
2727,79.98,0,5,11,77,95,32
2728,79.98,0,5,11,77,95,32
2729,79.98,0,5,11,77,95,32
2730,79.98,0,5,11,77,95,32
2731,153.49,0,6,11,60,95,32
2732,65.94,0,6,11,31,39,28
2733,104.52,0,7,11,66,9,32
2734,616.63,2,8,11,76,59,17
2735,471.94,0,8,11,167,55,32
2736,347.23,0,8,11,167,97,32
2737,197.6,0,8,11,107,59,61
2738,170.62,0,8,11,167,97,32
2739,169.81,0,8,11,90,58,32
2740,125.97,0,8,11,105,95,32
2741,69.93,0,8,11,140,16,28
2742,17.0,0,8,11,77,59,17
2743,219.04,0,9,11,1,59,17
2744,210.59,0,9,11,167,9,32
2745,181.0,0,9,11,74,59,17
2746,110.3,0,9,11,123,58,17
2747,75.98,0,9,11,109,1,32
2748,2527.88,2,10,11,81,44,41
2749,234.57,0,10,11,167,9,32
2750,217.97,0,10,11,167,45,32
2751,174.8,0,10,11,33,59,17
2752,143.11,0,10,11,167,39,32
2753,124.11,0,10,11,167,39,32
2754,124.11,0,10,11,167,39,32
2755,47.96,0,10,11,167,45,32
2756,2527.88,2,10,11,81,44,41
2757,1050.2,2,11,11,128,41,60
2758,316.3,0,11,11,167,1,27
2759,1050.2,2,11,11,128,41,60
2760,181.67,0,12,11,137,96,28
2761,146.39,0,12,11,109,45,32
2762,106.33,0,12,11,167,77,32
2763,106.33,0,12,11,167,77,32
2764,102.33,0,12,11,167,9,32
2765,84.48,0,12,11,77,95,32
2766,83.98,0,12,11,167,32,32
2767,94.48,0,13,11,172,39,32
2768,433.3,0,15,11,167,1,27
2769,283.3,0,15,11,167,1,27
2770,205.3,0,15,11,167,45,32
2771,203.57,0,15,11,167,9,32
2772,203.57,0,15,11,167,9,32
2773,113.68,0,15,11,18,59,18
2774,73.39,0,15,11,140,59,17
2775,73.39,0,15,11,140,59,17
2776,830.13,2,16,11,92,59,17
2777,560.22,0,16,11,106,95,32
2778,560.22,0,16,11,106,95,32
2779,217.94,0,16,11,167,39,32
2780,197.5,0,16,11,107,59,61
2781,197.5,0,16,11,107,59,61
2782,139.24,0,16,11,18,95,32
2783,192.59,0,17,11,77,95,32
2784,190.57,0,18,11,167,9,32
2785,251.63,0,20,11,68,55,32
2786,161.5,0,23,11,107,59,61
2787,68.93,0,23,11,140,16,28
2788,145.96,0,24,11,140,95,32
2789,145.96,0,24,11,140,95,32
2790,145.96,0,24,11,140,95,32
2791,100.57,0,24,11,121,95,32
2792,83.98,0,24,11,167,77,32
2793,62.93,0,25,11,140,16,28
2794,62.93,0,25,11,140,16,28
2795,114.83,0,26,11,167,77,32
2796,1225.23,0,28,11,165,59,17
2797,1225.23,0,28,11,165,59,17
2798,1225.23,0,28,11,165,59,17
2799,1225.23,0,28,11,165,59,17
2800,221.0,0,29,11,52,58,51
2801,182.24,0,29,11,167,39,32
2802,178.22,0,29,11,167,9,32
2803,4012.33,2,1,12,166,59,56
2804,127.97,0,1,12,167,45,32
2805,72.0,0,1,12,167,45,32
2806,4012.33,2,1,12,166,59,56
2807,132.98,0,3,12,167,77,32
2808,174.92,0,5,12,77,97,32
2809,155.0,0,5,12,87,93,20
2810,320.12,0,6,12,167,97,32
2811,178.22,0,6,12,167,9,32
2812,25.98,0,6,12,167,97,32
2813,154.1,1,7,12,120,59,9
2814,154.1,1,7,12,120,59,9
2815,35.88,0,7,12,66,16,28
2816,48.7,0,13,12,74,58,17
2817,48.7,0,13,12,74,58,17
2818,293.55,0,14,12,167,55,32
2819,32.65,0,16,12,109,37,28
2820,32.65,0,16,12,109,37,28
2821,13.7,0,16,12,109,37,28
2822,13.7,0,16,12,109,37,28
2823,383.3,0,11,4,110,24,44
2824,272.3,0,13,4,154,59,17
2825,147.86,0,22,4,185,96,54
2826,85.06,0,22,4,185,96,54
2827,39.25,0,23,4,31,81,54
2828,407.3,0,4,5,117,53,61
2829,117.7,0,5,5,79,59,17
2830,25.99,0,5,5,146,16,54
2831,29.0,0,6,5,13,64,28
2832,92.6,3,7,5,103,56,7
2833,139.93,0,10,5,156,16,28
2834,73.94,0,10,5,156,16,28
2835,139.93,0,11,5,156,16,28
2836,277.8,0,12,5,64,59,17
2837,67.98,0,13,5,18,13,15
2838,58.98,0,13,5,18,13,15
2839,3133.36,0,18,5,58,59,25
2840,3133.36,0,18,5,58,59,25
2841,274.9,0,20,5,110,53,35
2842,115.2,0,22,5,31,12,28
2843,106.94,0,25,5,137,96,28
2844,60.97,0,28,5,31,81,54
2845,106.98,0,1,6,155,96,54
2846,320.99,0,2,6,49,59,18
2847,1521.23,0,8,6,182,59,37
2848,622.8,0,8,6,34,59,17
2849,289.6,0,8,6,127,59,17
2850,252.65,0,8,6,152,1,8
2851,1521.23,0,8,6,182,59,37
2852,224.6,0,9,6,79,59,55
2853,252.65,0,15,6,152,1,8
2854,111.72,0,15,6,119,58,28
2855,111.72,0,15,6,119,58,28
2856,1508.36,0,16,6,58,59,25
2857,1508.36,0,16,6,58,59,25
2858,1508.36,0,16,6,58,59,25
2859,1508.36,0,16,6,58,59,25
2860,58.59,0,18,6,31,81,54
2861,58.59,0,18,6,31,81,54
2862,32.22,0,18,6,65,107,54
2863,32.22,0,18,6,65,107,54
2864,468.6,2,22,6,187,58,17
2865,468.6,2,22,6,187,58,17
2866,410.9,0,29,6,64,59,17
2867,357.45,0,29,6,49,1,41
2868,429.9,2,30,6,64,59,17
2869,110.93,0,30,6,13,16,28
2870,175.2,0,5,7,79,59,17
2871,314.5,0,6,7,86,59,17
2872,41.99,0,9,7,146,16,54
2873,223.8,0,10,7,110,69,12
2874,306.5,0,15,7,159,59,12
2875,843.36,0,18,7,58,59,25
2876,843.36,0,18,7,58,59,25
2877,98.0,0,18,7,58,59,49
2878,98.0,0,18,7,58,59,49
2879,246.3,0,20,7,64,59,17
2880,264.6,0,21,7,127,59,17
2881,264.6,0,21,7,127,59,17
2882,264.6,0,21,7,127,59,17
2883,300.2,0,22,7,190,58,17
2884,296.2,0,22,7,145,58,61
2885,269.2,0,28,7,137,58,17
2886,458.04,0,30,7,152,16,8
2887,1838.23,2,1,8,55,59,65
2888,1838.23,2,1,8,55,59,65
2889,1838.23,2,1,8,55,59,65
2890,1838.23,2,1,8,55,59,65
2891,3110.23,2,15,8,165,59,65
2892,3110.23,2,15,8,165,59,65
2893,223.3,0,20,8,35,59,17
2894,161.93,0,1,9,13,16,28
2895,104.2,0,2,9,79,59,17
2896,104.2,0,2,9,79,59,17
2897,220.1,0,7,9,190,58,17
2898,332.3,0,10,9,191,59,17
2899,206.65,0,11,9,109,108,28
2900,696.0,0,14,9,35,59,17
2901,420.6,0,14,9,64,59,17
2902,60.0,0,14,9,79,59,17
2903,278.4,0,15,9,137,58,17
2904,109.7,0,15,9,137,58,17
2905,404.19,0,16,9,49,59,44
2906,118.0,0,16,9,137,75,28
2907,390.7,0,21,9,189,58,17
2908,294.5,0,21,9,79,59,17
2909,172.5,0,21,9,64,59,17
2910,172.5,0,21,9,64,59,17
2911,430.15,0,27,9,64,1,41
2912,96.39,0,30,9,64,58,28
2913,2442.83,1,1,10,124,59,17
2914,2442.83,1,1,10,124,59,17
2915,2442.83,1,1,10,124,59,17
2916,2442.83,1,1,10,124,59,17
2917,458.83,0,5,10,92,59,17
2918,175.5,0,5,10,15,59,17
2919,146.7,0,5,10,79,59,55
2920,2262.33,2,9,10,55,59,65
2921,2262.33,2,9,10,55,59,65
2922,354.6,0,13,10,64,59,17
2923,2637.8,2,18,10,164,13,29
2924,1699.33,0,18,10,81,59,60
2925,1699.33,0,18,10,81,59,60
2926,2637.8,2,18,10,164,13,29
2927,347.4,0,19,10,79,59,55
2928,159.68,0,20,10,119,58,28
2929,104.2,0,22,10,110,40,17
2930,1667.63,1,23,10,165,59,65
2931,235.73,0,23,10,188,58,28
2932,1667.63,1,23,10,165,59,65
2933,207.03,0,26,10,188,58,28
2934,207.03,0,26,10,188,58,28
2935,207.03,0,26,10,188,58,28
2936,207.03,0,26,10,188,58,28
2937,160.75,0,26,10,188,58,28
2938,136.9,0,26,10,13,59,17
2939,418.1,0,27,10,190,58,17
2940,130.7,0,28,10,164,93,20
2941,2035.2,2,30,10,110,91,42
2942,60.0,0,30,10,168,59,17
2943,60.0,0,30,10,168,59,17
2944,2035.2,2,30,10,110,91,42
2945,389.4,0,9,11,127,59,12
2946,389.4,0,9,11,127,59,12
2947,389.83,0,10,11,168,59,17
2948,389.83,0,10,11,168,59,17
2949,78.93,0,10,11,19,16,28
2950,71.49,0,18,11,31,9,32
2951,31.94,0,18,11,19,16,28
2952,267.4,0,22,11,110,53,35
2953,215.1,0,29,11,117,53,35
2954,103.3,0,30,11,79,59,17
